response_id,item,domain,scorer_type,llm_1,llm_2,llm_3,llm_avg,model_size,model_name,rubric_type
773,20,Math,basic,0,0,0,0,Small,Claude 3.5 Haiku,Empty
62,11,Math,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
239,13,Math,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
144,12,Math,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
600,8,ELA,basic,1,1,1,1,Small,GPT-4o mini,Empty
171,3,ELA,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
587,8,ELA,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
651,9,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
649,9,ELA,basic,0,0,0,0,Large,Gemini 1.5 Pro,Empty
641,9,ELA,basic,0,0,0,0,Large,Gemini 1.5 Pro,Empty
127,12,Math,criteria_examples,0,0,0,0,Large,GPT-4o,Full
370,15,Math,basic,0,1,0,0,Frontier,OpenAI o1,Empty
274,4,ELA,basic,1,1,1,1,Small,Llama 3.1 70b,Empty
402,6,ELA,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
177,3,ELA,criteria,0,0,0,0,Small,Llama 3.1 70b,Criteria Only
718,19,Math,basic,1,1,1,1,Small,GPT-4o mini,Empty
392,15,Math,criteria,1,1,1,1,Small,GPT-4o mini,Criteria Only
454,16,Math,criteria,0,0,0,0,Large,Gemini 1.5 Pro,Criteria Only
449,16,Math,criteria_examples,0,0,0,0,Large,Claude 3.5 Sonnet,Full
148,12,Math,criteria,1,1,1,1,Small,Llama 3.1 70b,Criteria Only
626,18,Math,criteria,1,1,1,1,Small,Gemini 1.5 Flash 8b,Criteria Only
278,4,ELA,criteria_examples,0,1,1,1,Small,Llama 3.1 70b,Full
717,19,Math,basic,1,1,1,1,Large,Claude 3.5 Sonnet,Empty
123,12,Math,basic,0,1,1,1,Small,Llama 3.1 8b,Empty
216,13,Math,criteria_examples,0,0,0,0,Large,Llama 3.1 405b,Full
282,14,Math,criteria,0,0,0,0,Large,GPT-4o,Criteria Only
781,20,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
754,10,ELA,criteria_examples,1,1,1,1,Large,Llama 3.1 405b,Full
339,5,ELA,criteria_examples,0,1,0,0,Small,Llama 3.1 8b,Full
597,8,ELA,criteria,1,1,1,1,Frontier,OpenAI o1,Criteria Only
775,20,Math,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
320,14,Math,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
678,9,ELA,criteria_examples,1,1,1,1,Large,Llama 3.1 405b,Full
793,20,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
258,4,ELA,criteria_examples,0,0,0,0,Large,Llama 3.1 405b,Full
575,8,ELA,criteria,0,0,0,0,Small,Gemini 1.5 Flash,Criteria Only
276,4,ELA,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
203,13,Math,criteria,0,0,0,0,Large,Claude 3.5 Sonnet,Criteria Only
156,12,Math,criteria,1,1,1,1,Large,Llama 3.1 405b,Criteria Only
213,13,Math,basic,0,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
649,9,ELA,criteria_examples,0,0,0,0,Small,GPT-4o mini,Full
463,16,Math,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash,Full
450,16,Math,criteria_examples,0,0,1,0,Frontier,OpenAI o1,Full
201,13,Math,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
669,9,ELA,basic,1,1,1,1,Small,Llama 3.1 8b,Empty
306,14,Math,criteria,1,1,1,1,Small,Claude 3.5 Haiku,Criteria Only
644,9,ELA,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
393,15,Math,criteria,0,0,0,0,Small,Llama 3.1 70b,Criteria Only
175,3,ELA,criteria,0,0,0,0,Small,GPT-4o mini,Criteria Only
626,18,Math,basic,0,1,1,1,Small,Llama 3.1 8b,Empty
56,11,Math,basic,0,0,0,0,Large,Llama 3.1 405b,Empty
627,18,Math,basic,0,1,0,0,Large,Llama 3.1 405b,Empty
152,12,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
502,7,ELA,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
664,9,ELA,criteria,1,1,1,1,Large,GPT-4o,Criteria Only
706,19,Math,criteria,0,0,0,0,Large,Gemini 1.5 Pro,Criteria Only
750,10,ELA,basic,1,1,1,1,Small,GPT-4o mini,Empty
109,2,ELA,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
599,8,ELA,basic,0,0,0,0,Large,Llama 3.1 405b,Empty
153,12,Math,criteria,1,1,1,1,Small,Claude 3.5 Haiku,Criteria Only
145,12,Math,basic,1,1,1,1,Small,Claude 3.5 Haiku,Empty
482,7,ELA,basic,0,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
579,8,ELA,basic,0,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
292,14,Math,criteria_examples,0,0,0,0,Small,GPT-4o mini,Full
166,3,ELA,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
122,12,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
571,8,ELA,basic,0,0,0,0,Small,GPT-4o mini,Empty
667,9,ELA,criteria_examples,1,1,1,1,Frontier,OpenAI o1,Full
168,3,ELA,criteria,0,0,0,0,Small,GPT-4o mini,Criteria Only
218,13,Math,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
656,9,ELA,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash,Full
397,15,Math,basic,1,1,1,1,Large,Claude 3.5 Sonnet,Empty
400,15,Math,criteria,1,1,1,1,Small,Llama 3.1 70b,Criteria Only
683,19,Math,basic,0,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
6,1,ELA,basic,0,0,0,0,Small,Llama 3.1 70b,Empty
228,13,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
281,14,Math,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
742,10,ELA,criteria_examples,1,1,1,1,Large,Llama 3.1 405b,Full
733,10,ELA,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
336,5,ELA,criteria_examples,0,0,0,0,Frontier,OpenAI o1,Full
774,20,Math,basic,0,0,0,0,Small,Llama 3.1 8b,Empty
62,11,Math,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
265,4,ELA,criteria_examples,1,1,1,1,Small,Llama 3.1 70b,Full
115,2,ELA,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
57,11,Math,criteria_examples,0,0,0,0,Frontier,OpenAI o1,Full
529,17,Math,criteria,0,0,0,0,Large,Claude 3.5 Sonnet,Criteria Only
217,13,Math,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
711,19,Math,criteria_examples,1,0,1,1,Small,Llama 3.1 8b,Full
667,9,ELA,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
494,7,ELA,criteria_examples,0,0,0,0,Frontier,OpenAI o1,Full
61,11,Math,criteria,1,1,1,1,Frontier,OpenAI o1,Criteria Only
755,10,ELA,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash 8b,Full
799,20,Math,criteria_examples,1,1,1,1,Large,Llama 3.1 405b,Full
444,16,Math,criteria,0,0,0,0,Small,Gemini 1.5 Flash,Criteria Only
322,5,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 8b,Full
292,14,Math,criteria,0,0,0,0,Large,GPT-4o,Criteria Only
193,3,ELA,basic,1,1,1,1,Large,Gemini 1.5 Pro,Empty
326,5,ELA,criteria_examples,1,1,1,1,Small,Llama 3.1 70b,Full
793,20,Math,basic,1,1,1,1,Large,GPT-4o,Empty
8,1,ELA,basic,0,0,0,0,Large,GPT-4o,Empty
648,9,ELA,basic,0,0,0,0,Large,Llama 3.1 405b,Empty
180,3,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
89,2,ELA,basic,0,0,0,0,Small,Llama 3.1 8b,Empty
721,10,ELA,criteria,0,0,0,0,Large,Llama 3.1 405b,Criteria Only
30,1,ELA,basic,1,1,1,1,Large,GPT-4o,Empty
210,13,Math,basic,1,0,1,1,Small,Llama 3.1 8b,Empty
720,19,Math,criteria_examples,0,0,0,0,Small,Claude 3.5 Haiku,Full
147,12,Math,criteria,1,1,1,1,Small,Claude 3.5 Haiku,Criteria Only
119,2,ELA,criteria_examples,1,1,1,1,Large,GPT-4o,Full
599,8,ELA,criteria_examples,1,1,0,1,Large,Claude 3.5 Sonnet,Full
396,15,Math,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
207,13,Math,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
455,16,Math,criteria,1,1,1,1,Small,Llama 3.1 8b,Criteria Only
109,2,ELA,criteria,1,0,1,1,Large,GPT-4o,Criteria Only
217,13,Math,basic,0,0,0,0,Large,Gemini 1.5 Pro,Empty
206,13,Math,criteria,0,0,0,0,Small,Claude 3.5 Haiku,Criteria Only
88,2,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 8b,Full
367,15,Math,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash 8b,Full
158,12,Math,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
334,5,ELA,criteria_examples,1,0,0,0,Small,Llama 3.1 8b,Full
313,14,Math,criteria_examples,1,1,1,1,Small,Claude 3.5 Haiku,Full
422,6,ELA,criteria,0,0,0,0,Large,Gemini 1.5 Pro,Criteria Only
469,16,Math,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
19,1,ELA,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
59,11,Math,criteria,0,0,0,0,Large,Llama 3.1 405b,Criteria Only
564,8,ELA,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash 8b,Full
161,3,ELA,criteria,1,1,1,1,Small,Llama 3.1 8b,Criteria Only
337,5,ELA,basic,0,0,0,0,Large,Gemini 1.5 Pro,Empty
267,4,ELA,criteria,1,1,1,1,Large,GPT-4o,Criteria Only
651,9,ELA,criteria_examples,0,0,0,0,Large,Gemini 1.5 Pro,Full
705,19,Math,criteria,0,1,0,0,Frontier,OpenAI o1,Criteria Only
480,16,Math,criteria,1,1,1,1,Large,Claude 3.5 Sonnet,Criteria Only
744,10,ELA,criteria,0,0,0,0,Large,Claude 3.5 Sonnet,Criteria Only
341,5,ELA,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
14,1,ELA,basic,0,0,0,0,Large,Llama 3.1 405b,Empty
331,5,ELA,basic,0,0,0,0,Large,GPT-4o,Empty
588,8,ELA,criteria,0,0,0,0,Small,Claude 3.5 Haiku,Criteria Only
493,7,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
733,10,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
99,2,ELA,criteria_examples,0,0,0,0,Small,GPT-4o mini,Full
154,12,Math,criteria_examples,1,1,1,1,Small,Llama 3.1 8b,Full
302,14,Math,criteria,1,1,1,1,Large,Claude 3.5 Sonnet,Criteria Only
723,10,ELA,basic,0,0,0,0,Small,Llama 3.1 70b,Empty
538,17,Math,basic,1,0,0,0,Small,Llama 3.1 70b,Empty
454,16,Math,basic,0,0,0,0,Small,Gemini 1.5 Flash,Empty
745,10,ELA,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
779,20,Math,basic,1,1,0,1,Large,Llama 3.1 405b,Empty
437,6,ELA,basic,1,1,1,1,Frontier,OpenAI o1,Empty
582,8,ELA,criteria_examples,1,1,1,1,Small,Claude 3.5 Haiku,Full
12,1,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
157,12,Math,criteria,1,1,1,1,Frontier,OpenAI o1,Criteria Only
592,8,ELA,criteria,1,0,0,0,Large,Llama 3.1 405b,Criteria Only
445,16,Math,criteria,0,0,0,0,Small,Llama 3.1 70b,Criteria Only
523,17,Math,criteria_examples,0,0,0,0,Frontier,OpenAI o1,Full
116,2,ELA,criteria,1,1,1,1,Small,GPT-4o mini,Criteria Only
103,2,ELA,criteria,1,1,1,1,Small,GPT-4o mini,Criteria Only
182,3,ELA,criteria_examples,1,1,1,1,Small,Llama 3.1 70b,Full
285,14,Math,basic,0,0,0,0,Large,GPT-4o,Empty
342,5,ELA,basic,0,0,0,0,Small,Claude 3.5 Haiku,Empty
344,5,ELA,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
203,13,Math,criteria,1,1,0,1,Large,Llama 3.1 405b,Criteria Only
225,13,Math,basic,1,1,1,1,Large,Gemini 1.5 Pro,Empty
674,9,ELA,criteria,1,1,1,1,Small,GPT-4o mini,Criteria Only
281,14,Math,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
787,20,Math,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
701,19,Math,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash 8b,Full
41,11,Math,criteria,0,0,0,0,Large,Llama 3.1 405b,Criteria Only
114,2,ELA,basic,1,0,0,0,Small,Claude 3.5 Haiku,Empty
259,4,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
599,8,ELA,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash 8b,Full
766,20,Math,criteria,0,0,0,0,Small,GPT-4o mini,Criteria Only
572,8,ELA,criteria,0,0,0,0,Frontier,OpenAI o1,Criteria Only
680,9,ELA,criteria,1,1,1,1,Small,Gemini 1.5 Flash 8b,Criteria Only
232,13,Math,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
518,7,ELA,basic,1,1,1,1,Frontier,OpenAI o1,Empty
521,17,Math,criteria_examples,0,0,0,0,Large,GPT-4o,Full
503,7,ELA,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash,Full
377,15,Math,criteria_examples,0,1,0,0,Large,Gemini 1.5 Pro,Full
479,16,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
270,4,ELA,basic,1,1,1,1,Small,Llama 3.1 70b,Empty
734,10,ELA,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash 8b,Full
190,3,ELA,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
757,10,ELA,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
412,6,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
667,9,ELA,basic,1,1,1,1,Small,Gemini 1.5 Flash 8b,Empty
532,17,Math,criteria,0,0,0,0,Large,Llama 3.1 405b,Criteria Only
99,2,ELA,criteria_examples,0,0,0,0,Frontier,OpenAI o1,Full
254,4,ELA,basic,0,0,0,0,Small,Gemini 1.5 Flash,Empty
218,13,Math,basic,0,1,0,0,Large,Gemini 1.5 Pro,Empty
350,5,ELA,basic,1,1,1,1,Large,Claude 3.5 Sonnet,Empty
16,1,ELA,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash,Full
385,15,Math,basic,1,1,1,1,Small,Claude 3.5 Haiku,Empty
227,13,Math,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash,Full
322,5,ELA,criteria_examples,0,0,0,0,Small,Claude 3.5 Haiku,Full
597,8,ELA,criteria_examples,1,1,1,1,Frontier,OpenAI o1,Full
515,7,ELA,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
77,11,Math,criteria,1,1,1,1,Frontier,OpenAI o1,Criteria Only
76,11,Math,criteria,0,0,1,0,Small,Llama 3.1 70b,Criteria Only
90,2,ELA,criteria,0,0,0,0,Large,GPT-4o,Criteria Only
756,10,ELA,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
218,13,Math,basic,0,0,0,0,Frontier,OpenAI o1,Empty
433,6,ELA,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
178,3,ELA,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
531,17,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
264,4,ELA,criteria,1,1,1,1,Frontier,OpenAI o1,Criteria Only
501,7,ELA,criteria_examples,1,1,1,1,Large,GPT-4o,Full
410,6,ELA,criteria_examples,1,1,1,1,Small,Llama 3.1 70b,Full
709,19,Math,criteria,1,1,1,1,Large,GPT-4o,Criteria Only
582,8,ELA,basic,1,1,1,1,Small,Claude 3.5 Haiku,Empty
761,20,Math,basic,0,0,1,0,Small,Gemini 1.5 Flash 8b,Empty
604,18,Math,criteria_examples,0,0,0,0,Frontier,OpenAI o1,Full
49,11,Math,criteria,0,0,0,0,Small,Claude 3.5 Haiku,Criteria Only
752,10,ELA,criteria,0,1,1,1,Large,Llama 3.1 405b,Criteria Only
641,9,ELA,criteria,0,0,0,0,Frontier,OpenAI o1,Criteria Only
260,4,ELA,criteria_examples,0,0,0,0,Large,GPT-4o,Full
390,15,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
232,13,Math,basic,1,1,1,1,Small,Llama 3.1 70b,Empty
780,20,Math,basic,0,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
747,10,ELA,criteria,1,1,1,1,Small,GPT-4o mini,Criteria Only
427,6,ELA,criteria,1,1,1,1,Frontier,OpenAI o1,Criteria Only
385,15,Math,criteria_examples,1,1,1,1,Frontier,OpenAI o1,Full
502,7,ELA,criteria_examples,1,1,1,1,Small,Llama 3.1 70b,Full
70,11,Math,criteria,0,0,0,0,Large,Llama 3.1 405b,Criteria Only
452,16,Math,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
271,4,ELA,criteria_examples,1,1,1,1,Small,Llama 3.1 70b,Full
181,3,ELA,criteria_examples,1,1,1,1,Small,Llama 3.1 70b,Full
307,14,Math,basic,1,1,1,1,Small,Llama 3.1 70b,Empty
550,17,Math,criteria_examples,0,1,1,1,Small,Llama 3.1 8b,Full
4,1,ELA,criteria_examples,0,0,0,0,Large,Claude 3.5 Sonnet,Full
742,10,ELA,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
489,7,ELA,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
757,10,ELA,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash,Full
1,1,ELA,basic,0,0,0,0,Large,GPT-4o,Empty
20,1,ELA,criteria,0,0,0,0,Small,Gemini 1.5 Flash,Criteria Only
155,12,Math,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
184,3,ELA,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
326,5,ELA,basic,0,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
527,17,Math,criteria_examples,0,0,0,0,Large,Llama 3.1 405b,Full
780,20,Math,basic,0,0,0,0,Small,Claude 3.5 Haiku,Empty
701,19,Math,criteria,1,1,1,1,Large,Claude 3.5 Sonnet,Criteria Only
304,14,Math,criteria,0,1,1,1,Frontier,OpenAI o1,Criteria Only
424,6,ELA,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
744,10,ELA,basic,1,1,1,1,Small,Llama 3.1 70b,Empty
285,14,Math,criteria_examples,0,0,0,0,Large,Claude 3.5 Sonnet,Full
67,11,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash 8b,Empty
89,2,ELA,criteria_examples,0,0,0,0,Small,Claude 3.5 Haiku,Full
61,11,Math,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
590,8,ELA,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
535,17,Math,criteria_examples,0,1,0,0,Small,Llama 3.1 8b,Full
157,12,Math,criteria,1,1,1,1,Small,Llama 3.1 8b,Criteria Only
690,19,Math,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
330,5,ELA,criteria,0,0,0,0,Small,Claude 3.5 Haiku,Criteria Only
63,11,Math,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
615,18,Math,basic,1,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
478,16,Math,criteria,1,1,1,1,Large,Llama 3.1 405b,Criteria Only
348,5,ELA,basic,1,1,1,1,Large,GPT-4o,Empty
134,12,Math,criteria_examples,0,0,0,0,Large,Claude 3.5 Sonnet,Full
306,14,Math,criteria_examples,1,1,1,1,Small,Claude 3.5 Haiku,Full
733,10,ELA,basic,1,1,1,1,Small,GPT-4o mini,Empty
500,7,ELA,criteria_examples,0,0,0,0,Small,Claude 3.5 Haiku,Full
254,4,ELA,criteria_examples,0,0,0,0,Small,GPT-4o mini,Full
489,7,ELA,criteria,1,1,1,1,Small,Claude 3.5 Haiku,Criteria Only
92,2,ELA,criteria,0,0,0,0,Small,GPT-4o mini,Criteria Only
454,16,Math,criteria,0,0,0,0,Small,Llama 3.1 8b,Criteria Only
7,1,ELA,criteria_examples,0,0,0,0,Large,GPT-4o,Full
229,13,Math,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
88,2,ELA,criteria_examples,0,0,0,0,Small,Claude 3.5 Haiku,Full
130,12,Math,criteria,1,1,0,1,Small,Llama 3.1 8b,Criteria Only
433,6,ELA,criteria,1,1,1,1,Large,Claude 3.5 Sonnet,Criteria Only
731,10,ELA,basic,0,0,0,0,Small,Gemini 1.5 Flash 8b,Empty
8,1,ELA,criteria,0,0,0,0,Small,Gemini 1.5 Flash,Criteria Only
588,8,ELA,basic,0,0,0,0,Large,Llama 3.1 405b,Empty
247,4,ELA,criteria,0,0,0,0,Large,Llama 3.1 405b,Criteria Only
534,17,Math,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash,Full
300,14,Math,criteria_examples,0,0,0,0,Large,Claude 3.5 Sonnet,Full
188,3,ELA,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash,Full
738,10,ELA,basic,0,0,0,0,Small,Claude 3.5 Haiku,Empty
76,11,Math,criteria_examples,1,1,1,1,Large,Llama 3.1 405b,Full
189,3,ELA,basic,1,1,1,1,Small,GPT-4o mini,Empty
715,19,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
646,9,ELA,criteria,0,0,0,0,Small,Claude 3.5 Haiku,Criteria Only
37,1,ELA,basic,1,1,1,1,Small,Gemini 1.5 Flash 8b,Empty
150,12,Math,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
280,4,ELA,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
98,2,ELA,criteria_examples,0,0,0,0,Small,GPT-4o mini,Full
193,3,ELA,criteria,1,1,1,1,Large,Llama 3.1 405b,Criteria Only
311,14,Math,criteria,1,1,1,1,Large,GPT-4o,Criteria Only
567,8,ELA,criteria,0,0,0,0,Small,Llama 3.1 70b,Criteria Only
161,3,ELA,criteria,0,1,0,0,Large,Llama 3.1 405b,Criteria Only
126,12,Math,basic,0,0,0,0,Small,Llama 3.1 70b,Empty
392,15,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
191,3,ELA,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
585,8,ELA,basic,1,1,1,1,Large,Claude 3.5 Sonnet,Empty
619,18,Math,basic,0,0,0,0,Small,Llama 3.1 70b,Empty
786,20,Math,basic,1,1,1,1,Small,Llama 3.1 70b,Empty
336,5,ELA,criteria_examples,0,0,0,0,Small,Claude 3.5 Haiku,Full
318,14,Math,basic,1,1,1,1,Large,Gemini 1.5 Pro,Empty
239,13,Math,criteria_examples,1,1,1,1,Small,Gemini 1.5 Flash,Full
185,3,ELA,basic,1,1,1,1,Small,Claude 3.5 Haiku,Empty
368,15,Math,basic,0,0,0,0,Frontier,OpenAI o1,Empty
635,18,Math,criteria,1,1,1,1,Small,GPT-4o mini,Criteria Only
451,16,Math,criteria_examples,0,0,0,0,Small,GPT-4o mini,Full
716,19,Math,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
742,10,ELA,basic,1,1,1,1,Frontier,OpenAI o1,Empty
699,19,Math,criteria,0,0,0,0,Large,GPT-4o,Criteria Only
667,9,ELA,criteria_examples,1,1,1,1,Small,Claude 3.5 Haiku,Full
349,5,ELA,criteria_examples,1,1,1,1,Small,Claude 3.5 Haiku,Full
568,8,ELA,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
354,5,ELA,criteria_examples,1,1,1,1,Small,GPT-4o mini,Full
111,2,ELA,criteria,0,1,0,0,Small,Llama 3.1 8b,Criteria Only
360,5,ELA,criteria_examples,1,0,1,1,Small,GPT-4o mini,Full
335,5,ELA,criteria_examples,0,0,0,0,Small,Gemini 1.5 Flash,Full
623,18,Math,criteria,1,1,1,1,Small,Gemini 1.5 Flash 8b,Criteria Only
445,16,Math,criteria,0,0,0,0,Frontier,OpenAI o1,Criteria Only
636,18,Math,criteria_examples,1,1,1,1,Large,GPT-4o,Full
286,14,Math,basic,0,0,0,0,Large,Claude 3.5 Sonnet,Empty
120,2,ELA,criteria,1,1,1,1,Small,Claude 3.5 Haiku,Criteria Only
297,14,Math,criteria,0,0,0,0,Small,Claude 3.5 Haiku,Criteria Only
623,18,Math,criteria,1,1,1,1,Large,Gemini 1.5 Pro,Criteria Only
527,17,Math,criteria,0,0,0,0,Large,Llama 3.1 405b,Criteria Only
300,14,Math,basic,0,0,0,0,Frontier,OpenAI o1,Empty
98,2,ELA,criteria_examples,0,0,0,0,Large,GPT-4o,Full
119,2,ELA,criteria_examples,1,1,1,1,Large,Llama 3.1 405b,Full
84,2,ELA,basic,0,0,0,0,Large,Gemini 1.5 Pro,Empty
228,13,Math,criteria,1,1,1,1,Small,Llama 3.1 70b,Criteria Only
7,1,ELA,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
788,20,Math,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
237,13,Math,criteria_examples,1,1,1,1,Frontier,OpenAI o1,Full
654,9,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 8b,Full
222,13,Math,criteria,1,1,1,1,Small,Claude 3.5 Haiku,Criteria Only
580,8,ELA,basic,0,0,0,0,Frontier,OpenAI o1,Empty
525,17,Math,criteria,0,0,0,0,Frontier,OpenAI o1,Criteria Only
470,16,Math,criteria_examples,1,1,1,1,Large,Claude 3.5 Sonnet,Full
347,5,ELA,criteria,1,1,1,1,Small,Gemini 1.5 Flash,Criteria Only
709,19,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
783,20,Math,basic,1,1,1,1,Frontier,OpenAI o1,Empty
788,20,Math,criteria_examples,1,1,1,1,Small,Llama 3.1 8b,Full
113,2,ELA,basic,1,1,1,1,Small,GPT-4o mini,Empty
551,17,Math,criteria,1,1,1,1,Small,GPT-4o mini,Criteria Only
222,13,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash 8b,Empty
165,3,ELA,criteria_examples,0,0,0,0,Large,GPT-4o,Full
40,1,ELA,basic,1,1,1,1,Frontier,OpenAI o1,Empty
319,14,Math,criteria,1,1,1,1,Large,Llama 3.1 405b,Criteria Only
485,7,ELA,criteria_examples,0,0,0,0,Small,Llama 3.1 70b,Full
554,17,Math,basic,0,0,0,0,Small,Llama 3.1 8b,Empty
74,11,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
79,11,Math,basic,1,1,1,1,Large,Llama 3.1 405b,Empty
467,16,Math,basic,1,1,1,1,Small,Gemini 1.5 Flash 8b,Empty
499,7,ELA,criteria,0,0,0,0,Small,Gemini 1.5 Flash 8b,Criteria Only
337,5,ELA,criteria,0,0,0,0,Small,Llama 3.1 70b,Criteria Only
743,10,ELA,basic,1,1,1,1,Small,Gemini 1.5 Flash,Empty
60,11,Math,criteria_examples,1,1,1,1,Large,Gemini 1.5 Pro,Full
