domain,item,response_id,response,human_1,human_2,human_3,human_avg
ELA,9,653,"The Silk Road was a huge network of trade routes that went from China all the way to the Mediterranean Sea and was used for centuries by different people. Merchants would trade things like silk and spices and jade, but they also spread new ideas and inventions like paper and the compass. Paper was really important because it made writing materials cheaper, and the compass helped people navigate better, plus Buddhism spread to China because of Buddhist monks who traveled on the Silk Road. All of these things changed history and still affect us today.",0,0,0,0
ELA,9,654,The Silk Road was built to help spread Buddhism to China. Then people started using it to trade paper and compasses between different countries.,0,0,0,0
ELA,9,655,"Through the dangerous and mysterious Silk Road, brave traders risked their lives to bring amazing treasures to distant lands. Without their courage, we might never have known about paper or Buddhism.",0,0,0,0
ELA,9,656,The silk road connected China to the rest of the world. It was only used for transporting silk and spices across Asia.,0,0,0,0
ELA,9,657,Silk road was used long time ago. It is not used anymore to exchange goods.,0,0,0,0
ELA,9,658,The Silk Road was a system of transportation. It primarily moved silk and water between China and Europe.,0,0,0,0
ELA,9,659,"We would not have paper, the compass, or Buddhism without the Silk Road because it was where these things were invented. These were really important ideas that shaped life as we know it today, so we owe a lot to the Silk Road.",0,0,0,0
ELA,9,660,"The Silk Road was mainly a way for people to trade silk, tea, spices, cloth, and jade, but it proved to be far more important than that because it also gave us paper, compasses, and helped spread religions. It connected Europe and Asia for over a thousand years, and we can still see its impact today even though it is gone.",1,1,0,1
ELA,9,661,"The Silk Road is a significant trade route that connects China to the Mediterranean and allows people to trade goods like silk, spices, and jade. It also allows inventions like paper and the compass, as well as ideas and religions such as Buddhism, to spread, shaping both ancient and modern societies.",0,0,0,0
ELA,9,662,"The Silk Road, an important trade route that changed history, extended over 4,000 miles from Asia to Europe. From around 200 B.C.E. to 1453 C.E., it connected Asia, the Middle East, Africa, and Europe, facilitating the exchange of goods, inventions like paper and the compass, and ideas such as Buddhism.",1,1,1,1
ELA,9,663,"The Silk Road was an important trade route that connected ancient China to the Mediterranean, allowing for the exchange of goods like silk and spices. Paper and the compass, groundbreaking inventions, spread along this route, as did religions like Buddhism, impacting the development of civilizations across continents.",1,1,1,1
ELA,9,664,"The Silk Road was really long and connected many parts of the world. People traded goods and shared ideas and inventions like paper, the compass, and Buddhism. It changed history and shaped both the ancient and modern worlds.",1,1,1,1
ELA,9,665,"The Silk Road was a vast trade network that connected China to the Mediterranean and changed history. It facilitated the exchange of goods like silk and spices, ideas and inventions such as paper and the compass, and spread religions like Buddhism.",1,1,1,1
ELA,9,666,"The Silk Road was important because it connected Asia, the Middle East, Africa, and Europe, allowing people to trade goods and share ideas and inventions. It helped spread things like paper, the compass, and Buddhism, which changed history.",1,1,1,1
ELA,9,667,"The Silk Road was important for trade. People exchanged goods, inventions, and ideas there. Things like paper, the compass, and Buddhism spread along it, changing history and influencing both ancient and modern societies.",1,1,1,1
ELA,9,668,"Some of the goods that were traded on the Silk Road were silk and spices. People also shared inventions like paper and the compass, and ideas like Buddhism. The Silk Road connected many different parts of the world and changed history.",1,1,1,1
ELA,9,669,"The Silk Road connected ancient China to the Mediterranean and was a major trade route. It spread paper, the compass, and Buddhism, which had lasting impacts on the world. It allowed people to exchange goods, inventions, and ideas across continents.",1,1,1,1
ELA,9,670,"The Silk Road was over 4,000 miles long and connected Asia, the Middle East, Africa, and Europe. People traded goods on it, spread inventions like paper and the compass, and shared ideas like Buddhism. It shaped both ancient and modern history.",1,1,1,1
ELA,9,671,"The incredible Silk Road connected China to the Mediterranean from 200 B.C.E. to 1453 C.E., making it a vital trade route! It allowed the exchange of goods like silk and spices, and spread amazing inventions like paper and the compass, as well as ideas like Buddhism, shaping the development of civilizations.",1,1,1,1
ELA,9,672,"The Silk Road was used by people from different regions. They traded goods and shared ideas and inventions like paper and the compass. Buddhism spread because of it, and it had a big impact on history.",1,1,0,1
ELA,9,673,"The Silk Road was a really important trade route that connected the East and the West, linking places like Asia, the Middle East, Africa, and Europe. People used it to trade goods like silk and spices, but they also shared ideas and inventions such as paper, the compass, and Buddhism. These exchanges shaped the ancient world and still influence our modern society today.",1,1,1,1
ELA,9,674,"The Silk Road connected ancient China to the Mediterranean to trade goods like silk and spices. It also spread inventions like paper and the compass, and ideas like Buddhism, which changed history.",1,1,1,1
ELA,9,675,"Through the Silk Road's dangerous routes, brave traders connected distant parts of the world. They exchanged valuable goods, important inventions, and influential ideas like paper, the compass, and Buddhism. This trade network shaped both the ancient and modern worlds.",0,0,0,0
ELA,9,676,"The Silk Road connected China to the Mediterranean. It was a major trade route for exchanging goods and spreading ideas and inventions. It spread things like paper, the compass, and Buddhism, which changed history.",1,1,1,1
ELA,9,677,"Silk Road was used long time ago to connect Asia, the Middle East, Africa, and Europe. It helped people exchange goods like silk and spices, inventions like paper and the compass, and ideas like Buddhism. This trade route shaped civilizations.",1,1,1,1
ELA,9,678,"The Silk Road was a trade route that connected different regions. It moved goods, ideas, and inventions like paper and the compass. It greatly impacted history.",1,1,0,1
ELA,9,679,"We wouldn't have paper, the compass, or Buddhism without the Silk Road because it spread these things to the rest of the world. The Silk Road was a major trade route that connected China to the Mediterranean, allowing the exchange of goods, ideas, and inventions, and it had lasting effects on the world.",0,1,1,1
ELA,9,680,"The Silk Road was mainly a way for people to trade goods like silk and spices, but it turned out to be much more important because it also gave us paper, the compass, and helped spread Buddhism. It connected many parts of the world, and we can still see its impact on our modern world today.",1,1,0,1
ELA,10,721,"No, the theme is about how technology has taken over Janelle's life. The car immobilizes her and the appliances work before she even arrives.",0,0,0,0
ELA,10,722,"Yes. ""She tried to say hello, but he didn't acknowledge her. Understandable, she thought. It was impossible for him to distinguish her from the background images in his ad-supported Alternative-Reality display.""",1,0,0,0
ELA,10,723,"The story does not support the theme that technology can isolate us from other people. The story says that Janelle didn't feel lonesome, so she must not have felt isolated.",0,0,0,0
ELA,10,724,"The story supports the theme that technology can isolate us from other people. IDK lol about evidence though, maybe the screens with alternative reality. Or the breakfast sandwich machine.",0,0,0,0
ELA,10,725,The story supports the theme that technology can isolate us from other people because Janelle's Helpr device told her that she had an elevated heart rate.,0,0,0,0
ELA,10,726,No the text does not support the theme. It starts with Janelle getting help from technology.,0,0,0,0
ELA,10,727,No. Janelle did not feel lonesome.,0,0,0,0
ELA,10,728,Yes: the neighbor proves it.,0,0,0,0
ELA,10,729,"The text does support the theme. For example, she her neighbor but they'd never spoken.",0,1,0,0
ELA,10,730,"Yes, because when everything is automated nobody has to interact with each other anymore.",0,0,0,0
ELA,10,731,"The story doesn't support the theme because it doesn't say anything about isolation. It talks about some types of technology, though.",0,0,0,0
ELA,10,732,"The story supports the theme. We can see this in paragraph 2, which says, ""It was impossible for him to distinguish her from the background images in his ad-supported Alternative-Reality"" display. In paragraph 1, it also says, ""He looked vaguely familiar, but they'd never spoken.""",0,1,1,1
ELA,10,733,"yes, because it shows this when they don't talk to each other",0,0,0,0
ELA,10,734,"""He didn't acknowledge her"" shows this.",0,0,0,0
ELA,10,735,"The story supports this theme because Janelle is lonely, which makes her use technology, which then makes her even more lonely. The evidence is that she doesn't know the word ""lonesome.""",0,0,0,0
ELA,10,736,Janelle did not feel lonesome. She did not know how to put that feeling into a single word.,0,0,0,0
ELA,10,737,"Yes. The text shows that technology brings people closer together, as Janelles appliances prepare breakfast for her and she has time to communicate with her neighbor.",0,0,0,0
ELA,10,738,"No, the text does not support this theme because Janelle has a strong connection with her neighbor.",0,0,0,0
ELA,10,739,"Yes, the text supports this theme. There are lots of examples of new apps and inventions like DrivePod and Helpr that don't really seem to make life better.",0,0,0,0
ELA,10,740,"No, the text doesn't really support this theme. It says at the end that Janelle did not feel lonesome.",0,0,0,0
ELA,10,741,"Yes, the theme is about how technology can isolate us from other people. Janelle's neighbor doesn't notice her because his headset projects ads over her face, which prevents them from connecting.",1,1,1,1
ELA,10,742,"Yes. ""She tried to say hello, but he didn't acknowledge her. Understandable, she thought. It was impossible for him to distinguish her from the background images in his ad-supported Alternative-Reality display."" This demonstrates how technology can be a barrier between people.",1,1,1,1
ELA,10,743,"The story supports the theme that technology can isolate us from other people. The story says that Janelle feels a deep loneliness she can't name, even though she is surrounded by technology, so technology isn't fulfilling her need for human connection, leading to isolation.",0,1,0,0
ELA,10,744,"The story shows that tech can keep people apart. IDK, but like, Janelle and her neighbor never talk 'cause his headset blocks him from seeing her. So yeah, technology is isolating them.",1,1,1,1
ELA,10,745,"The story supports the theme that technology can isolate us from other people because Janelle's neighbor doesn't acknowledge her due to his AR display covering her with ads. This prevents them from interacting, showing how technology can cause isolation.",1,1,1,1
ELA,10,746,"Yes the text shows that technology can make us feel alone. Janelle tries to greet her neighbor, but he doesn't respond because he's wearing a headset.",1,1,1,1
ELA,10,747,"Yes. The theme is supported. Technology hinders social interaction in the story. Janelle's neighbor can't see her because of his AR headset, so they don't communicate. This shows that technology can isolate people.",1,1,1,1
ELA,10,748,Yes: Janelle feels an unnamed loneliness. This shows that technology can isolate us from others.,0,0,0,0
ELA,10,749,"The text does support the theme. For example, Janelle's neighbor doesn't notice her because his headset projects ads over her face. This prevents them from interacting.",1,1,1,1
ELA,10,750,"Yes, because Janelle and her neighbor never interact since his AR display hides her behind ads. So technology is keeping them apart.",1,1,1,1
ELA,10,751,"The story supports the theme because it shows how technology causes isolation. When Janelle tries to greet her neighbor, he doesn't see her because he's wearing his headset. It shows that technology prevents human connection.",1,1,1,1
ELA,10,752,"The story supports the theme. We can see this when it says, ""Janelle feels a deep loneliness she can't name, even though her devices cater to her every need."" This implies that technology isn't fulfilling her need for human interaction.",0,0,0,0
ELA,10,753,"yes, because it shows this when Janelle's neighbor doesn't acknowledge her because his AR headset covers her with ads. this keeps them from interacting and causes isolation.",1,1,1,1
ELA,10,754,"""Her neighbor can't see her due to his headset's ads, so they don't communicate"" shows how technology isolates Janelle from others. This demonstrates how technology can prevent social connections.",1,0,1,1
ELA,10,755,"The story supports this theme because Janelle doesn't know her neighbor, and technology is keeping them apart. The evidence is that when she tries to say hello, he doesn't notice her because of his headset.",1,1,1,1
ELA,10,756,"Janelle felt an aching loneliness she couldn't name, even though she was surrounded by smart devices. This shows that technology can isolate people and doesn't replace human connection.",1,1,0,1
ELA,10,757,"Yes. The text shows that technology hinders interaction, as Janelle's neighbor doesn't see her because his AR display projects ads over her face. This technological barrier leads to their isolation.",1,1,1,1
ELA,10,758,"Yes, the text supports this theme because Janelle and her neighbor have never spoken due to his headset blocking his view of her. This shows that technology is preventing them from connecting.",1,1,1,1
ELA,10,759,"Yes, the text supports this theme. Janelle's neighbor doesn't notice her because his AR headset is displaying ads, which prevents them from interacting and shows how technology can be a barrier between people.",1,1,1,1
ELA,10,760,"Yes, the text does support this theme. It says that Janelle feels a deep loneliness she can't name, even though technology caters to her every need.",1,1,0,1
Math,11,41,"28xy^4, 14x^2y^4, 28x^4y^4, 140xy^4, 140x^2y^8",0,0,0,0
Math,11,42,"-2x, -7y, 14xy, xy^3",1,0,0,0
Math,11,43,2*7*x*y*y*y*y,0,0,0,0
Math,11,44,"14, xy, 4x, y, 4",0,0,0,0
Math,11,45,"2x, 7y, x^2, y, 14",0,0,0,0
Math,11,46,"14 +x, y, xy, x^2, y^2",0,0,0,0
Math,11,47,"1, 4, 7, 10, 14",0,0,0,0
Math,11,48,"1, 2, 14, x^4, y^4",0,0,0,0
Math,11,49,"14, 14x, 14xy, 14xy^4",0,0,0,0
Math,11,50,"x, 6y, 8, 2, y",0,0,0,0
Math,11,51,"3, x, 8y, 4, y",0,0,0,0
Math,11,52,"1, -1, 14, 4y, 4x,",0,0,0,0
Math,11,53,"-14, 14, x^0, x^5, x^4",0,0,0,0
Math,11,54,"100, -3, 21, 0, 5",0,0,0,0
Math,11,55,"-1,-2,-3,-4,-5",0,0,0,0
Math,11,56,"y, sqrt(y), x, sqrt(x), 20",0,0,0,0
Math,11,57,"1
14
x
y
4",0,0,0,0
Math,11,58,"1
2
4
7
14",0,0,0,0
Math,11,59,"14
x
y
y^4",0,0,0,0
Math,11,60,"x
y
14
xy
y^4",1,1,1,1
Math,11,61,"1, x, y, 2, 7x",1,1,1,1
Math,11,62,"-1, y^2, 14, xy^3, 2y",1,1,1,1
Math,11,63,"2, 7, x y^4, -2, y",1,1,1,1
Math,11,64,"14, -7x, y^3, x, y^4",1,1,1,1
Math,11,65,"y, y^2, 1, 2xy, 7y^3",1,1,1,1
Math,11,66,"-2, 14y^2, x, y^4, 7",1,1,1,1
Math,11,67,"2x, y, 1, 7y^2, xy^3",1,1,1,1
Math,11,68,"y^4, -1, 14, x, 2y",1,1,1,1
Math,11,69,"7x, y^2, 2, y, 14y^3",1,1,1,1
Math,11,70,"1, x y^4, -7, y^3, 2",1,1,1,1
Math,11,71,"y, 2, 7, x, y^4",1,1,1,1
Math,11,72,"14, y^2, x, 2y^3, -1",1,1,1,1
Math,11,73,"2y, 7x, y, 1, xy^4",1,1,1,1
Math,11,74,"-7, y^3, 14y^2, x, 2",1,1,1,1
Math,11,75,"y^4, 2xy, 1, 7, y",1,1,1,1
Math,11,76,"x, y^2, 14, -2, y^4",1,1,1,1
Math,11,77,"2, y, 7x, y^3, 1",1,1,1,1
Math,11,78,"y^2, 14, x y^4, 2, y",1,1,1,1
Math,11,79,"1, 2y, 7, x, y^4",1,1,1,1
Math,11,80,"-1, y^3, 14y^2, x, 2",1,1,1,1
Math,12,121,9x + 6y = 166,0,0,0,0
Math,12,122,"y = x + 1
2y = 2x + 2",0,0,0,0
Math,12,123,5x + 3 = -5x + 3,0,0,0,0
Math,12,124,6y - 8 + 6y = -8,0,0,0,0
Math,12,125,0.5g = 2,0,0,0,0
Math,12,126,6u = 36,0,0,0,0
Math,12,127,x + 2 + x - 2 = 0,0,0,0,0
Math,12,128,x + 5 = -x - 5,0,0,0,0
Math,12,129,3x + 2 = 5,0,0,0,0
Math,12,130,5y + 3 = 5y - 2,0,0,0,0
Math,12,131,x - 5 = 0,0,0,0,0
Math,12,132,x^2 = 2x,0,0,0,0
Math,12,133,x = 0,0,0,0,0
Math,12,134,x,0,0,0,0
Math,12,135,w + 2 = w + 3,0,0,0,0
Math,12,136,x = x + 1,0,0,0,0
Math,12,137,x^2 = -6,0,0,0,0
Math,12,138,x^10 +1 = 9,0,0,0,0
Math,12,139,x+x+x=3,0,0,0,0
Math,12,140,100=y+100,0,0,0,0
Math,12,141,3x + 7 = 3x + 7,1,1,1,1
Math,12,142,5y - 2 = 5y - 2,1,1,1,1
Math,12,143,4z = 4z,1,1,1,1
Math,12,144,6a + 12 - 6a = 12,1,1,1,1
Math,12,145,9m - 3m = 6m,1,1,1,1
Math,12,146,2b + 5b = 7b,1,1,1,1
Math,12,147,8k - 4k + 2k = 6k,1,1,1,1
Math,12,148,10p = 10p,1,1,1,1
Math,12,149,7n + 3 - 7n = 3,1,1,1,1
Math,12,150,12c - 5c + 5c = 12c,1,1,1,1
Math,12,151,15d = 15d,1,1,1,1
Math,12,152,11s - 6s + 6s = 11s,1,1,1,1
Math,12,153,14t + 0 = 14t,1,1,1,1
Math,12,154,13u - 7u + 7u = 13u,1,1,1,1
Math,12,155,16v = 16v,1,1,1,1
Math,12,156,17w - 9w + 9w = 17w,1,1,1,1
Math,12,157,18x + 2x - 2x = 18x,1,1,1,1
Math,12,158,19y = 19y,1,1,1,1
Math,12,159,20z - 10z + 10z = 20z,1,1,1,1
Math,12,160,21a = 21a,1,1,1,1
Math,13,201,x(x+1)^2(x^2-1),0,0,0,0
Math,13,202,x^5y+ 6x^4y - 2x^2y + y^5,0,0,0,0
Math,13,203,7y^5 - 3z^2 + y^4 + 13,0,0,0,0
Math,13,204,11c^5 + 12c^4 - 3c^3 + 2c^2 -6c +8,0,0,0,0
Math,13,205,5x^3 + 5x^2 + 5x + 5,0,0,0,0
Math,13,206,xy^4 + x^3 + y^2 -4,1,0,1,1
Math,13,207,(abcd)^5,0,0,0,0
Math,13,208,(x + x + x + x)^5,0,0,0,0
Math,13,209,3x^6 + 2x^4 - x^2 + 1,0,0,0,0
Math,13,210,x^5 - x^4 + x^3 - x^2 + x,0,0,0,0
Math,13,211,x^5 + 1 + 2x +x^2,0,0,0,0
Math,13,212,x^5 + x^3 + x^2 + x + 4,0,0,0,0
Math,13,213,5x*5 + 4x*4 + 3x*3 + 2x*2,0,1,0,0
Math,13,214,-2(a^4)(b)  - 3a + 1,0,0,0,0
Math,13,215,x*y^2 + x^5*y^3 + y^4 + y^5,1,0,0,0
Math,13,216,5x^6+3x^3+2x^3+10,1,0,0,0
Math,13,217,w^2+w^4+w^10+w^12,0,0,0,0
Math,13,218,4w^5 + 6x^4 - 9y^2 + z^3,0,0,0,0
Math,13,219,X+x^2+x^3+x^4+x^5,0,0,0,0
Math,13,220,8x^5+7x^4-6x^3,0,0,0,0
Math,13,221,3x^5 - 2x^3 + x - 7,1,1,1,1
Math,13,222,-x^5 + 4x^4 - x^2 + 5,1,1,1,1
Math,13,223,2y^5 - y^3 + 3y - 8,1,1,1,1
Math,13,224,5z^5 - 3z^4 + 2z^2 - z,1,1,1,1
Math,13,225,-4a^5 + a^3 - 2a + 6,1,1,1,1
Math,13,226,7b^5 - 5b^3 + b - 10,1,1,1,1
Math,13,227,6m^5 - 2m^4 + 4m^2 - 3,1,1,1,1
Math,13,228,-3n^5 + 2n^3 - n + 9,1,1,1,1
Math,13,229,8p^5 - p^4 + 3p^2 - 4,1,1,1,1
Math,13,230,-2q^5 + 5q^3 - 2q + 11,1,1,1,1
Math,13,231,9r^5 - 4r^3 + r - 12,1,1,1,1
Math,13,232,-5s^5 + 3s^4 - s^2 + 2,0,1,1,1
Math,13,233,4t^5 - t^3 + 2t - 5,1,1,1,1
Math,13,234,-6u^5 + 2u^4 - 3u^2 + u,1,1,1,1
Math,13,235,10v^5 - 3v^3 + v - 7,1,1,1,1
Math,13,236,-7w^5 + w^4 - 4w^2 + 3,1,1,1,1
Math,13,237,11x^5 - 2x^4 + 5x^2 - x,1,1,1,1
Math,13,238,-8y^5 + 4y^3 - 2y + 14,1,1,1,1
Math,13,239,12z^5 - z^4 + 6z^2 - 2,1,1,1,1
Math,13,240,-9a^5 + 3a^4 - a^2 + 4,1,1,1,1
Math,14,281,"Keep constant, increase, and decrease",0,0,0,0
Math,14,282,Increase both.,0,0,0,0
Math,14,283,Increase A + (2/B).,0,0,0,0
Math,14,284,Decrease A and keep B constant,0,0,0,0
Math,14,285,Increase B at twice the rate that you increase A.,0,1,0,0
Math,14,286,Keep A and B constant at a value of 1.,0,0,0,0
Math,14,287,"Keep A and B constant, but multiply A * (2/B).",0,0,0,0
Math,14,288,keep A constant and increase B,0,0,0,0
Math,14,289,it depends on the size of A and B to start with,0,0,0,0
Math,14,290,I need to know starting numbers to do this,0,0,0,0
Math,14,291,Decrease,0,0,0,0
Math,14,292,increase or decrease,0,0,0,0
Math,14,293,don't decrease anything or keep anything constant,0,0,0,0
Math,14,294,decres B,1,1,0,1
Math,14,295,incrase a and cincrease b,0,0,0,0
Math,14,296,Keep B constant,0,0,0,0
Math,14,297,Decrease a little bit A and really increase B,0,0,0,0
Math,14,298,Multiply A and B by non zero integer,0,0,0,0
Math,14,299,Increase B more than A,0,0,0,0
Math,14,300,Its a trick question. They always increase,0,0,0,0
Math,14,301,Keep A constant and decrease B,1,1,1,1
Math,14,302,Increase A; keep B unchanged.,1,1,0,1
Math,14,303,Increase A and decrease B.,1,1,1,1
Math,14,304,Keep A constant and decrease B,1,1,1,1
Math,14,305,Increase A while keeping B constant.,1,1,1,1
Math,14,306,Keep A constant and decrease B.,1,1,1,1
Math,14,307,Increase A and decrease B.,1,1,1,1
Math,14,308,keep B constant and increase A,1,1,1,1
Math,14,309,decrease B and keep A the same,0,1,1,1
Math,14,310,I need to increase A and decrease B.,1,1,1,1
Math,14,311,"Increase A, keep B constant",1,1,1,1
Math,14,312,"Decrease B, keep A constant",1,1,1,1
Math,14,313,"don't change B, increase A",0,1,1,1
Math,14,314,decrease B,1,1,0,1
Math,14,315,incrase a and keep b constant,1,1,1,1
Math,14,316,"Keep A constant, decrease B",1,1,1,1
Math,14,317,Increase A and decrease B,1,1,1,1
Math,14,318,Increase A and keep B constant,1,1,1,1
Math,14,319,Decrease B while keeping A constant,1,1,1,1
Math,14,320,"Its simple, increase A and decrease B",1,1,1,1
Math,15,361,"1. x
2. Multiply first equation by 2. Then add the equations.",0,0,0,0
Math,15,362,"1. y
2. Multiply the first equation by -2. Then subtract the equations.",0,0,0,0
Math,15,363,"1. y
2. Graph both equations and look for the intersection point.",0,0,0,0
Math,15,364,Eliminate Y by subtracting the second equation from the first one.,0,0,0,0
Math,15,365,Eliminate Y by setting the equation to be 3y = 10 - 2x,0,0,0,0
Math,15,366,Eliminating x by setting x equal to 6y + 15,0,0,0,0
Math,15,367,Eliminating y by adding the equations so that y = 4x + 5,1,0,1,1
Math,15,368,add them together to eliminate x,0,0,0,0
Math,15,369,"multiply the top equation by 2, multiply the bottom equation by -2, then add them together to eliminate y",0,0,0,0
Math,15,370,"solve for y in the first equation, then substitute into x in the second equation to eliminate y",1,0,0,0
Math,15,371,I think I can get rid of y by setting it to 0,0,0,0,0
Math,15,372,I would eliminate x by dividing both equations by 2x.,0,0,0,0
Math,15,373,x,0,0,0,0
Math,15,374,I'd eliminate x by replacing x with y,0,0,0,0
Math,15,375,eliminate x and solve for y,0,0,0,0
Math,15,376,"eliminate y by adding the equations together, and you'd get 2x = 5, so x = 0.4",1,1,1,1
Math,15,377,set the equations equal to each other and solve for x,0,0,0,0
Math,15,378,eliminate x by adding equation 1 and 2.,0,0,0,0
Math,15,379,"eliminate y, equation 2 divided by equation 1.",0,0,0,0
Math,15,380,"eliminate x, use x=0 to replace x",0,0,0,0
Math,15,381,"1. y
2. Add the two equations together since +3y and -3y cancel out.",1,1,1,1
Math,15,382,"1. x
2. Subtract the first equation from the second. Since both equations have 2x, 2x − 2x equals zero.",1,1,1,1
Math,15,383,"1. x
2. Multiply the first equation by -1 and add it to the second equation to eliminate x.",1,1,1,1
Math,15,384,Eliminate x by solving the first equation for x and substituting into the second equation.,1,0,1,1
Math,15,385,Eliminate y by adding the equations because the y coefficients are opposites (+3y and -3y).,1,1,1,1
Math,15,386,"Eliminating x by subtracting the two equations because their x coefficients are the same, which will remove x.",1,1,1,1
Math,15,387,"Eliminating y by adding the equations together, since +3y and -3y cancel out, allowing me to solve for x directly.",1,1,1,1
Math,15,388,subtract the second equation from the first to eliminate x,1,1,1,1
Math,15,389,add the two equations together to eliminate y since the y terms are opposites and will cancel out,1,1,1,1
Math,15,390,"multiply the first equation by -1, then add it to the second equation to eliminate x",1,1,1,1
Math,15,391,I think I can eliminate y by solving for y in the first equation and substituting it into the second equation.,1,0,1,1
Math,15,392,"I would eliminate y by adding the equations because +3y and -3y sum to zero, simplifying the system to one variable.",1,1,1,1
Math,15,393,x,0,0,0,0
Math,15,394,"I'd eliminate x by subtracting the equations, which removes x because 2x minus 2x is zero.",1,1,1,1
Math,15,395,Eliminate y and solve for x,0,0,0,0
Math,15,396,"eliminate x by subtracting one equation from the other because the x coefficients are the same, and subtracting will eliminate x.",1,1,1,1
Math,15,397,"add the equations to eliminate y since the y terms are opposites and will cancel out, leaving an equation with only x",1,1,1,1
Math,15,398,eliminate x by subtracting equation 1 from equation 2.,1,1,1,1
Math,15,399,eliminate x by solving for x in one equation and substituting into the other,1,0,1,1
Math,15,400,"eliminate y, add the equations together to cancel +3y and -3y",1,1,1,1
Math,16,441,The number of tickets is always a whole number.,0,0,0,0
Math,16,442,"As the number of tickets goes up, the total purchase price goes up.",0,0,0,0
Math,16,443,"This is a function because if something is in parentheses and there is another letter to the left of that parentheses, then that letter must be a function.",0,0,0,0
Math,16,444,C is a function because it is equal to 14.89.,0,0,0,0
Math,16,445,C is a function because it can produce two or more output values for a certain value of t.,0,0,0,0
Math,16,446,The c(t) part tells us it's a function.,0,0,0,0
Math,16,447,It's a function because you can buy as many tickets as you want.,0,0,0,0
Math,16,448,It's a function because of the vertical line test.,0,0,0,0
Math,16,449,It's a function because when you graph it it makes a line.,0,0,0,0
Math,16,450,It's a function because you multiply $14.89 by however many tickets you want. Functions are when you do math operations to get an answer.,0,0,0,0
Math,16,451,I know it's a function because it uses the function notation c(t) and has an equation. You plug in t and solve for the cost.,0,0,0,0
Math,16,452,"because it shows that one ticket costs $14.89, two tickets cost $29.78, etc.",0,1,0,0
Math,16,453,because it includes a variable that can have different values,0,0,0,0
Math,16,454,It's a function because you can plug in t and get an answer. That's what makes it a function.,0,0,0,0
Math,16,455,"c is a function because there's a pattern where each ticket costs the same amount, and the number of tickets is multiplied by the price.",0,0,0,0
Math,16,456,It's a function because there are variables in it.,0,0,0,0
Math,16,457,It's a function because the question said so.,0,0,0,0
Math,16,458,It is a function because it's an equation.,0,0,0,0
Math,16,459,It's a function because it cannot be solved without knowing the input values.,0,0,0,0
Math,16,460,C is a function because you can use it to find out the price of tickets.,0,0,0,0
Math,16,461,Each number of tickets corresponds to exactly one total cost.,1,1,1,1
Math,16,462,"As you choose a number of tickets, you get exactly one total cost.",1,1,1,1
Math,16,463,"This is a function because when you buy tickets, the total cost depends on how many tickets you buy. For each number of tickets \( t \), there is only one total cost \( c(t) \). So, \( c \) is a function.",1,1,1,1
Math,16,464,C is a function because each number of tickets purchased corresponds to exactly one total cost. A given number of tickets will only have one total cost.,1,1,1,1
Math,16,465,C is a function because each number of tickets t corresponds to exactly one total cost c(t).,1,1,1,1
Math,16,466,"Because c(t) = 14.89t, each number of tickets t has only one total cost c(t). So, c is a function.",1,1,1,1
Math,16,467,"It's a function because for each number of tickets you buy, there's exactly one total cost.",1,1,1,1
Math,16,468,It's a function because each number of tickets purchased corresponds to exactly one total cost.,1,1,1,1
Math,16,469,"It's a function because for every number of tickets you buy, there's only one total cost.",1,1,1,1
Math,16,470,"It's a function because you multiply $14.89 by the number of tickets you buy to get the total cost. That means each number of tickets has exactly one total price, so each input has one output.",1,1,1,1
Math,16,471,"I know it's a function because c(t) = 14.89t shows that the total cost c(t) depends only on t. There's no ambiguity; when you plug in a value for t, you get exactly one c(t). So, each number of tickets corresponds to one total cost.",1,1,1,1
Math,16,472,"because the total cost is determined by a fixed rate per ticket, and this rate doesn't change. So one ticket costs $14.89, two tickets cost $29.78, etc. This means that for each number of tickets t, there is exactly one total cost c(t).",1,1,1,1
Math,16,473,because each number of tickets corresponds to exactly one total cost,1,1,1,1
Math,16,474,"It's a function because when you buy t tickets, you just multiply by the price per ticket to get the total cost c(t). So for every t, you get exactly one c(t). That means each number of tickets corresponds to one total cost.",1,1,1,1
Math,16,475,"c is a function because for every number of tickets, there's only one total cost. Since each ticket costs the same amount, we multiply the number of tickets by the price per ticket to get the total cost.",1,1,1,1
Math,16,476,It's a function because each number of tickets has only one total cost.,1,1,1,1
Math,16,477,It's a function because each number of tickets t has only one total cost c(t) calculated by c(t) = 14.89t.,1,1,1,1
Math,16,478,It's a function because each number of tickets t has only one total cost c(t).,1,1,1,1
Math,16,479,It's a function because each number of tickets \( t \) corresponds to exactly one total cost \( c(t) \).,1,1,1,1
Math,16,480,"C is a function because each number of tickets corresponds to exactly one total cost. Since the total cost depends only on the number of tickets and the fixed price per ticket, a given number of tickets will have only one total cost.",1,1,1,1
Math,17,521,"There is no such triangle. 

The statement is always true, because the bisector creates 2 triangles with angle-side-angle congruence (the bisected angle, the side formed by the bisector, and the 2 right angles where it intersects the other side). By CPCTC, the side opposite the bisected angle must be congruent. So the bisector always bisects the triangle's third side.",0,0,0,0
Math,17,522,"A triangle with side lengths of 8, 7, and 13 cm.",0,0,1,0
Math,17,523,"Sides: 2 inches, 4 inches, and 10 inches
Because the bisector between the short sides doesn't cut the 10 inch side in half.",0,0,0,0
Math,17,524,An angle bisector will always bisect the third side of an equilateral triangle (a triangle with three 60 degree angles)/,0,0,0,0
