response_id,item,domain,scorer_type,model_size,model_name,rubric_type,"model_size == ""New""",model_rubric,llm_1,llm_2,llm_3,llm_avg,human_1,human_2,human_3,human_avg
678,9,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,0,1
355,5,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
119,2,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
699,19,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
199,3,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
30,1,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
603,18,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
145,12,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
90,2,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
590,8,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
208,13,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
697,19,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
691,19,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
247,4,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
759,10,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
95,2,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
354,5,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
460,16,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
78,11,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
6,1,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
751,10,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
383,15,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
72,11,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
526,17,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
37,1,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
89,2,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
549,17,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
94,2,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
541,17,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
381,15,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
515,7,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
264,4,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
752,10,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,0,0,0,0
337,5,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,1,0
616,18,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
593,8,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
349,5,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
380,15,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
730,10,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
283,14,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
303,14,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
340,5,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
781,20,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
451,16,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
251,4,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,1,1,1,1
185,3,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
627,18,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
51,11,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
571,8,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
389,15,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
764,20,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
764,20,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
260,4,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
380,15,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
627,18,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
463,16,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
757,10,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
396,15,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
584,8,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
511,7,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
594,8,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
682,19,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
600,8,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
546,17,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,0,1
416,6,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
607,18,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
162,3,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
19,1,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
165,3,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
55,11,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
273,4,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
685,19,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
661,9,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,0,0,0,0
281,14,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
653,9,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
461,16,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
777,20,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
639,18,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
484,7,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
338,5,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
345,5,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
284,14,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
249,4,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
736,10,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
59,11,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
595,8,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
28,1,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
621,18,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
46,11,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
56,11,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
362,15,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,1,0,0,0,0,0,0
744,10,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
124,12,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
302,14,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,0,1
702,19,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
579,8,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
657,9,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
748,10,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
270,4,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
706,19,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,1,0,0,0,0,0
102,2,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
658,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
35,1,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
297,14,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
322,5,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
128,12,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
573,8,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
426,6,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
550,17,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
313,14,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,0,1,1,1
210,13,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
500,7,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
487,7,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
336,5,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
118,2,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
436,6,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
404,6,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
599,8,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,0,1,1,1,1,1
707,19,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
198,3,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
279,4,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,1,1,1,1
7,1,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,1,0
140,12,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
538,17,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
346,5,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
42,11,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,1,0,0,0
59,11,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
726,10,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
342,5,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,0,1
761,20,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
623,18,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
619,18,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
298,14,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
129,12,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
195,3,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
183,3,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
530,17,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
71,11,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
788,20,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
690,19,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
74,11,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
144,12,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
53,11,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
424,6,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
390,15,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
294,14,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,1,1,0,1
263,4,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,0,1,1,1,1,1
422,6,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,0,0,0
220,13,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
121,12,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
411,6,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
669,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
260,4,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
656,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
306,14,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
505,7,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
344,5,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
795,20,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
708,19,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
438,6,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,0,0,1,0
418,6,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,1,0,0,0
649,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
664,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
296,14,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
586,8,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
363,15,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
17,1,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
281,14,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
478,16,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
391,15,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,0,1,1
279,4,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
710,19,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
522,17,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,1,0
6,1,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
589,8,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
617,18,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
400,15,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
331,5,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
132,12,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
143,12,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
184,3,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
154,12,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
615,18,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
193,3,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
677,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
520,7,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
753,10,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
679,9,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,1,1,1
739,10,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
115,2,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
473,16,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
60,11,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
366,15,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
103,2,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
1,1,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
231,13,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
663,9,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
306,14,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
737,10,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
226,13,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
644,9,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
652,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
431,6,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
58,11,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
493,7,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
707,19,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
480,16,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
159,12,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
1,1,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
741,10,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
431,6,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
500,7,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
169,3,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,1,0,0
506,7,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
269,4,ELA,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
679,9,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,1,1,1
747,10,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
792,20,Math,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,1,1,1,1,1,1,1,1
249,4,ELA,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,0,0,0,0,0,0,0,0
483,7,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
153,12,Math,criteria_examples,Frontier,OpenAI o1,Full,NA,OpenAI o1: Full,1,1,1,1,1,1,1,1
217,13,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
532,17,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,0,0,0,0,0,0,0,0
397,15,Math,criteria,Frontier,OpenAI o1,Criteria Only,NA,OpenAI o1: Criteria Only,1,1,1,1,1,1,1,1
403,6,ELA,basic,Frontier,OpenAI o1,Empty,NA,OpenAI o1: Empty,0,0,0,0,0,0,0,0
